Any,Equipament,Indicador,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2021,"Centre Cívic Tomasa Cuevas - Les Corts",InscripcionsActivitatsFormacio,611,,,04,"Les Corts",19,"les Corts",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.384783744,2.128318397
2021,"Centre Cívic Tomasa Cuevas - Les Corts",Metres_quadrats,1603,,,04,"Les Corts",19,"les Corts",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.384783744,2.128318397
2021,"Centre Cívic Torre Llobeta",ActivitatsDeFormacio,129,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.426896898,2.173951442
2021,"Centre Cívic Torre Llobeta",InscripcionsActivitatsFormacio,1010,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.426896898,2.173951442
2021,"Centre Cívic Torre Llobeta",Metres_quadrats,738,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.426896898,2.173951442
2021,"Centre Cívic Trinitat Vella",ActivitatsDeFormacio,52,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.451618627,2.191189600
2021,"Centre Cívic Trinitat Vella",InscripcionsActivitatsFormacio,421,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.451618627,2.191189600
2021,"Centre Cívic Trinitat Vella",Metres_quadrats,750,,,09,"Sant Andreu",57,"la Trinitat Vella",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.451618627,2.191189600
2021,"Centre Cívic Urgell",ActivitatsDeFormacio,193,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.386861397,2.152032146
2021,"Centre Cívic Urgell",InscripcionsActivitatsFormacio,2482,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.386861397,2.152032146
2021,"Centre Cívic Urgell",Metres_quadrats,953,,,02,Eixample,09,"la Nova Esquerra de l'Eixample",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.386861397,2.152032146
2021,"Centre Cívic Vallvidrera Vázquez Montalbán",ActivitatsDeFormacio,68,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.415364217,2.102530794
2021,"Centre Cívic Vallvidrera Vázquez Montalbán",InscripcionsActivitatsFormacio,579,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.415364217,2.102530794
2021,"Centre Cívic Vallvidrera Vázquez Montalbán",Metres_quadrats,618,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.415364217,2.102530794
2021,"Centre Cívic Vil·la Florida",ActivitatsDeFormacio,90,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.405337410,2.135294028
2021,"Centre Cívic Vil·la Florida",InscripcionsActivitatsFormacio,898,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.405337410,2.135294028
2021,"Centre Cívic Vil·la Florida",Metres_quadrats,1574,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.405337410,2.135294028
2021,"Centre Cívic Vil·la Urània",ActivitatsDeFormacio,216,,,05,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.3986429,2.14276
2021,"Centre Cívic Vil·la Urània",InscripcionsActivitatsFormacio,1739,,,05,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.3986429,2.14276
2021,"Centre Cívic Vil·la Urània",Metres_quadrats,3415,,,05,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.3986429,2.14276
2021,"Centre Cívic Zona Nord",ActivitatsDeFormacio,47,,,08,"Nou Barris",55,"Ciutat Meridiana",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.461113806,2.177397304
2021,"Centre Cívic Zona Nord",InscripcionsActivitatsFormacio,210,,,08,"Nou Barris",55,"Ciutat Meridiana",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.461113806,2.177397304
2021,"Centre Cívic Zona Nord",Metres_quadrats,2418,,,08,"Nou Barris",55,"Ciutat Meridiana",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.461113806,2.177397304
2021,"Centre Cultural Albareda",ActivitatsDeFormacio,97,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.373999934,2.173269239
2021,"Centre Cultural Albareda",InscripcionsActivitatsFormacio,1014,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.373999934,2.173269239
2021,"Centre Cultural Albareda",Metres_quadrats,1473,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.373999934,2.173269239
2021,"Centre Cultural la Farinera del Clot",ActivitatsDeFormacio,75,,,10,"Sant Martí",65,"el Clot",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.404913599,2.188442671
2021,"Centre Cultural la Farinera del Clot",InscripcionsActivitatsFormacio,751,,,10,"Sant Martí",65,"el Clot",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.404913599,2.188442671
2021,"Centre Cultural la Farinera del Clot",Metres_quadrats,2634,,,10,"Sant Martí",65,"el Clot",Municipal,"Centres cívics","Centres cívics","Multidisciplinaris i altres",41.404913599,2.188442671
